id,table,current_name,proposed_name,category,current_description,proposed_description
"\"07528a3f-529b-424e-9fd4-74b68d5e3d60\",\"tools\",\"Grinder\",\"Grinder\",\"Electric Tool\",\"broken ring\",\"broken ring\""
"\"c60506b7-f712-4dcb-862b-224e823b646c\",\"tools\",\"Grinder \",\"Grinder \",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"da228fa6-e23e-40f5-b8ee-b53a36d566f2\",\"tools\",\"Grinder \",\"Grinder \",\"Electric Tool\",\"we need to change head\",\"we need to change head\""
"\"d77820db-9fc7-4606-8146-5fc7c23d0582\",\"tools\",\"Grinder Angle\",\"Grinder Angle\",\"Electric Tool\",\"fast to heat\",\"fast to heat\""
"\"6d742e4b-315e-4916-8af7-1fce35390987\",\"tools\",\"Guest House\",\"Guest House\",\"Infrastructure\",\"The structure nearest the road where guests visit.\",\"The structure nearest the road where guests visit.\""
"\"65d2042c-7df5-4768-9c64-02e40cfc73f5\",\"tools\",\"Gun Powder Set\",\"Gun Powder Set\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"3ec9a12c-2d78-449a-b1a5-d3727942769c\",\"tools\",\"Hacksaw\",\"Hacksaw\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"6c2b1160-e267-4155-80c4-121e72beba8f\",\"tools\",\"Hacksaw\",\"Hacksaw\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"022cee80-3b80-4824-9610-9fe72e885071\",\"tools\",\"Hammer\",\"Hammer\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"7073cac0-f9b3-4933-9fa7-4a048bd91447\",\"tools\",\"Hammer \",\"Hammer \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"4c89183b-8fa3-403d-b063-b06b87454301\",\"tools\",\"Hammer \",\"Hammer \",\"Hand Tools\",\"4have a teeth 1 no\",\"4have a teeth 1 no\""
"\"dd7f0574-6b46-420c-b53d-940c1083d23d\",\"tools\",\"Hammer \",\"Hammer \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"61119b13-404d-415c-914a-f30d7581bb7b\",\"tools\",\"Hammer \",\"Hammer \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"e4cf723d-8283-4074-a9c8-69aa6bdf0edf\",\"tools\",\"Hammer \",\"Hammer \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"149ac07a-aebf-40c8-a8d7-4994ef97c35c\",\"tools\",\"Hammer \",\"Hammer \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"c0299096-4160-401d-b648-ad92746f78f9\",\"tools\",\"Hammer Handler\",\"Hammer Handler\",\"\",\"\",\"\""
"\"5eb9092c-7261-4b20-b46b-97ba013f3d16\",\"tools\",\"Hand Clipper\",\"Hand Clipper\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"7301f750-130c-40ee-8e89-9838e1097241\",\"tools\",\"Hand Clipper \",\"Hand Clipper \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"9b25754d-e572-4108-a5a8-feb7b5c06ece\",\"tools\",\"Hand Clipper \",\"Hand Clipper \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"acf09bd9-1f1a-4ebc-8caf-0e54495c4112\",\"tools\",\"Hand Clippers\",\"Hand Clippers\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"716a3216-866e-4ff5-8188-5c6f591f53db\",\"tools\",\"Hand Clippers\",\"Hand Clippers\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"10f2a1ab-635a-46ff-9b8e-5c271e8844d1\",\"tools\",\"Hand Clipper Sf071925c01\",\"Hand Clipper Sf071925c01\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"a19155ad-0ff0-405c-9e14-7181f3885d7a\",\"tools\",\"Hand Clipper Sf07195c01\",\"Hand Clipper Sf07195c01\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"76501638-ac15-41fc-b8e3-faea56e87336\",\"tools\",\"Hand Clipper Sf-Psb12092024-1\",\"Hand Clipper Sf-Psb12092024-1\",\"Hand Tools\",\"23 millimeter Capacity \",\"23 millimeter Capacity \""
"\"2d7f9e22-a33d-462c-b473-6b0ac32d9b92\",\"tools\",\"Hand Clipper Sf-Psb12092024-2\",\"Hand Clipper Sf-Psb12092024-2\",\"Hand Tools\",\"20 millimeter Capacity \",\"20 millimeter Capacity \""
"\"3e144549-8a1f-4dc6-b067-547feee5346f\",\"tools\",\"Hand Clipper Sf-Psy120092024-2\",\"Hand Clipper Sf-Psy120092024-2\",\"Hand Tools\",\"Clipper with a 25 millimeter capacity \",\"Clipper with a 25 millimeter capacity \""
"\"823cff9f-67e5-4433-abe4-868809e08bb6\",\"tools\",\"Hand Clipper Sf-Psy12092024-3\",\"Hand Clipper Sf-Psy12092024-3\",\"Hand Tools\",\"23 millimeter capacity \",\"23 millimeter capacity \""
"\"c310b628-46d2-4e59-af88-5df591b5cd26\",\"tools\",\"Hand Drill And Drill Bits\",\"Hand Drill And Drill Bits\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"8c0a4c40-a735-41b1-af1d-5025c6ddfb79\",\"tools\",\"Hand Grinder\",\"Hand Grinder\",\"Hand Tools\",\"Columbia made in the USA \",\"Columbia made in the USA \""
"\"6377b19f-d622-485b-9e47-63cba1de9164\",\"tools\",\"Handle Spray\",\"Handle Spray\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"8fc649e0-e43f-43da-b2d5-3186c6b701e7\",\"tools\",\"Handle Spray \",\"Handle Spray \",\"Hand Tools\",\"Damage \",\"Damage \""
"\"f7e5c5dc-b139-46e1-91df-2e2f7a283055\",\"tools\",\"Handle Spray \",\"Handle Spray \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"4bdae8db-2e6c-4a38-b432-5ef14edb0479\",\"tools\",\"Handle Spray \",\"Handle Spray \",\"Hand Tools\",\"Damage \",\"Damage \""
"\"5e4e6606-c517-42d7-984a-e172d9c94800\",\"tools\",\"Handle Spray \",\"Handle Spray \",\"Hand Tools\",\"Damage \",\"Damage \""
"\"94322521-216c-40bf-9f59-b02f62442c41\",\"tools\",\"Handle Spray \",\"Handle Spray \",\"\",\"\",\"\""
"\"7c5875e8-a46a-40dd-b3cd-ac2b38cdc57a\",\"tools\",\"Hand Planer\",\"Hand Planer\",\"Hand Tools\",\"A greenfield hand planer\",\"A greenfield hand planer\""
"\"cc4a1e7e-9df8-4955-afc8-244d16afa0fe\",\"tools\",\"Headlamp \",\"Headlamp \",\"Hand Tools\",\"Duracell brand \",\"Duracell brand \""
"\"a049f1df-3e6e-4c6a-956b-0460dc6a0d0f\",\"tools\",\"Head Lamp\",\"Head Lamp\",\"Electric Tool\",\"Black and red color \",\"Black and red color \""
"\"3078cea2-f1ca-45b7-82be-7c57b222787c\",\"tools\",\"Head Lamp\",\"Head Lamp\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"5b06f321-4b44-49a9-9233-6b17f0970ba1\",\"tools\",\"Heat Gun\",\"Heat Gun\",\"Electric Tool\",\"Heat gun we use to seal wine bottles.\",\"Heat gun we use to seal wine bottles.\""
"\"5c414dc6-671a-497b-b08c-087fbaafd9d0\",\"tools\",\"Heavy Duty Ice Blender\",\"Heavy Duty Ice Blender\",\"Electric Tool\",\"1500watts\",\"1500watts\""
"\"22f3c4c3-d9ef-423a-b357-ee039f521c3a\",\"tools\",\"Hedge Shear\",\"Hedge Shear\",\"Hand Tools\",\"Sir Stefan Personal Use \",\"Sir Stefan Personal Use \""
"\"70933080-ff5c-44fa-bcf5-57e62d21fe4f\",\"tools\",\"Hole Digger\",\"Hole Digger\",\"Hand Tools\",\"Broken \",\"Broken \""
"\"7555b751-03c0-4d89-8018-43ba11935f1b\",\"tools\",\"Homi\",\"Homi\",\"Hand Tools\",\"Strap tool\",\"Strap tool\""
"\"eef643cf-45d1-4da9-9edd-038edffbdb06\",\"tools\",\"Homi\",\"Homi\",\"Hand Tools\",\"Strap tool\",\"Strap tool\""
"\"ea1452bf-6024-4e90-986b-49107a74120f\",\"tools\",\"Homi\",\"Homi\",\"Hand Tools\",\"Strap tool\",\"Strap tool\""
"\"4773fc18-29e5-44fe-b7df-36f455da7e9f\",\"tools\",\"Honda Xr 150\",\"Honda Xr 150\",\"Vehicle\",\"Honda XR150. Fuel filters were ordered to help prevent build-up in the carb. It is suspected the fuel tank is rusting and makes its way into the carb..\",\"Honda XR150. Fuel filters were ordered to help prevent build-up in the carb. It is suspected the fuel tank is rusting and makes its way into the carb..\""
"\"eebf1626-7da7-4571-963c-6ea54fb8d4a1\",\"tools\",\"Hp Bluetooth Battery Speaker\",\"Hp Bluetooth Battery Speaker\",\"Electric Tool\",\"This was purchased for the Gallery of Horror\",\"This was purchased for the Gallery of Horror\""
"\"9cc039b4-9575-4b75-be14-dcc7107c4b93\",\"tools\",\"Hp Laptop\",\"Hp Laptop\",\"Electric Tool\",\"Further corruption of MSFT. Need to install a new OS\",\"Further corruption of MSFT. Need to install a new OS\""
"\"09a7a538-4310-492e-8e52-c33dd3df8c98\",\"tools\",\"Hydrometer \",\"Hydrometer \",\"Hand Tools\",\"For density and specific gravity \",\"For density and specific gravity \""
"\"d8f74caa-55ac-455a-8bcf-3886fccc55e5\",\"tools\",\"Ice Cream Scoop \",\"Ice Cream Scoop \",\"Hand Tools\",\"Silver scoop can be used in ice cream and cookies making \",\"Silver scoop can be used in ice cream and cookies making \""
"\"28966975-7d85-42ab-80bf-17a0c0d97c31\",\"tools\",\"Impact Drill\",\"Impact Drill\",\"Electric Tool\",\"Mengtai 810W Impact Drill\",\"Mengtai 810W Impact Drill\""
"\"c9437221-e7cb-4766-b832-fa5b99dae993\",\"tools\",\"Industrial Infrared Thermoneter\",\"Industrial Infrared Thermoneter\",\"Electric Tool\",\"Infrared thermoneter with a probe. This is a higher quality unit that allows one to use a probe for water. I wanted to use it for tracking water temp. It also has a case that attaches to a belt.\",\"Infrared thermoneter with a probe. This is a higher quality unit that allows one to use a probe for water. I wanted to use it for tracking water temp. It also has a case that attaches to a belt.\""
"\"da821164-de98-44e8-8479-03e1d4f135e2\",\"tools\",\"Internet Receiver \",\"Internet Receiver \",\"\",\"White \",\"White \""
"\"c1e14ac1-38c2-4e82-befd-f84f745fb3a0\",\"tools\",\"Internet Wifi Stuff \",\"Internet Wifi Stuff \",\"\",\"Set with lacking of something \",\"Set with lacking of something \""
"\"9b776bff-7404-4b2b-9e85-33c092807883\",\"tools\",\"Irrigation Timer\",\"Irrigation Timer\",\"Hand Tools\",\"IP55 waterproof \",\"IP55 waterproof \""
"\"0ee077cb-8377-405e-8c96-7f714cf96a52\",\"tools\",\"Jackhammer\",\"Jackhammer\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"a3a4c726-4967-4e58-80cc-295dd3605f48\",\"tools\",\"Jerry Can With Tuba \",\"Jerry Can With Tuba \",\"Hand Tools\",\"Collected June 2025\",\"Collected June 2025\""
"\"f36563bb-82a6-42c0-a993-3c23dca02c43\",\"tools\",\"Jig Saw\",\"Jig Saw\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"41967285-0f9c-4ee2-960b-147a686bddc7\",\"tools\",\"Juice Tower\",\"Juice Tower\",\"Hand Tools\",\"Used for vermi tea tower\",\"Used for vermi tea tower\""
"\"8ae07c3f-382a-4d45-85ea-86ced8a87515\",\"tools\",\"Juice Tower\",\"Juice Tower\",\"Hand Tools\",\"With attached tape for breaking \",\"With attached tape for breaking \""
"\"d1e81c38-80a3-4d76-aa3d-45b1e4f0f0d6\",\"tools\",\"Karit\",\"Karit\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"1236666b-ea24-483e-9cde-d308418bd7b7\",\"tools\",\"Karit\",\"Karit\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"50d70fee-627a-44fe-b889-5bd12f0b8e5a\",\"tools\",\"Karit\",\"Karit\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"c7da100a-062c-4704-9d6c-378dd86c0865\",\"tools\",\"Karit\",\"Karit\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"c8d0af8e-83ee-457a-ad85-7ea99e0ffff5\",\"tools\",\"Keelat/Toolbox \",\"Keelat/Toolbox \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"a9031a74-2250-4f3b-93f2-f5edf1790bb6\",\"tools\",\"Keelat/Toolbox \",\"Keelat/Toolbox \",\"Hand Tools\",\"missing connector\",\"missing connector\""
"\"e1742d5c-e4bf-41e5-b39a-93a2348673be\",\"tools\",\"Keelat/Toolbox \",\"Keelat/Toolbox \",\"Hand Tools\",\"missing Philip screw\",\"missing Philip screw\""
"\"0f988f3d-f2c8-4aba-8f97-aa85cbc93b0d\",\"tools\",\"Kitchen Scale\",\"Kitchen Scale\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"238c4efc-5a3b-4b85-87e0-205cb34df8ad\",\"tools\",\"Kitchen Scissor\",\"Kitchen Scissor\",\"Hand Tools\",\"Stainless \",\"Stainless \""
"\"d6d6ff9e-ec73-4ff9-845b-7dc0798d08b6\",\"tools\",\"Knife Sharpener\",\"Knife Sharpener\",\"Electric Tool\",\"USB powered knife sharpener \",\"USB powered knife sharpener \""
"\"2fe24dec-2056-444a-a4e8-8d0c680c313a\",\"tools\",\"Label Printer\",\"Label Printer\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"86e31d3b-cf01-4ca4-a7cb-394e10802700\",\"tools\",\"Ladder\",\"Ladder\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"edf883d0-2816-40d0-bba1-2e1820a6e27e\",\"tools\",\"Lamenator\",\"Lamenator\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"c711b94d-0213-489b-b1e7-17f332f7c37a\",\"tools\",\"Lamenator Cutter\",\"Lamenator Cutter\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"fa1394c5-15b7-4012-aa9f-fd7305e00c49\",\"tools\",\"Lamp\",\"Lamp\",\"\",\"\",\"\""
"\"9da1970a-c7de-4345-8dfe-281d9838a59a\",\"tools\",\"Lamp\",\"Lamp\",\"\",\"\",\"\""
"\"3843c63b-afa9-418f-899a-5f7abeed9153\",\"tools\",\"Lanai\",\"Lanai\",\"Infrastructure\",\"Where we receive guests\",\"Where we receive guests\""
"\"3b60ab39-c416-4f4e-8ccf-b4a39be4847b\",\"tools\",\"Landscape Led Light\",\"Landscape Led Light\",\"Electric Tool\",\"12-24V\",\"12-24V\""
"\"846809d1-ed18-442d-8eff-9dbd82f73a72\",\"tools\",\"Landscape Light Remote\",\"Landscape Light Remote\",\"Electric Tool\",\"For the 12-24V RGB landscape lights\",\"For the 12-24V RGB landscape lights\""
"\"42d969e0-0799-4890-8487-79f393903e65\",\"tools\",\"Landscape Light Remote\",\"Landscape Light Remote\",\"Electric Tool\",\"This is for the 12-24V landscape RGB lights. It takes AAA batteries \",\"This is for the 12-24V landscape RGB lights. It takes AAA batteries \""
"\"217a89d1-e9a9-42d9-b57b-4d97be369b0a\",\"tools\",\"Laptop\",\"Laptop\",\"\",\"Broken Screen\",\"Broken Screen\""
"\"4914bd08-be2d-4c16-940a-cdc9d60f021c\",\"tools\",\"Laptop\",\"Laptop\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"9cf66d89-564e-4c86-b1e1-b53587e00075\",\"tools\",\"Large Wood Saw\",\"Large Wood Saw\",\"Hand Tools\",\"Wooden handle saw\",\"Wooden handle saw\""
"\"95a7b1b9-aa16-4bcd-8743-c00e7494346a\",\"tools\",\"Led Lights \",\"Led Lights \",\"Hand Tools\",\"10w\",\"10w\""
"\"0366f056-c433-4820-86bc-ccef167afb71\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"62b8ecde-7c7a-4f53-9003-b034fe3cc95a\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"eed3607d-38a0-4079-8eef-7f7c52ecef40\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"ccd57faa-cbae-4150-a482-4040d00bb03f\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"b4b916d2-bc60-4db7-9ec6-cabd90617461\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"0e5ef178-4656-4008-8dc7-2e84670eefc9\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"3ec1409c-2e76-4fc9-a42d-0b0e388165ae\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"bfcbc3be-3ef0-4b82-ac08-0ec3e083e639\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"3e5ecfa1-4460-4180-917f-e5c00bbf7611\",\"tools\",\"Led Lights \",\"Led Lights \",\"Electric Tool\",\"10w\",\"10w\""
"\"4ad9335d-2d0f-4fbc-920e-65926acccaaf\",\"tools\",\"Led Strip Lights \",\"Led Strip Lights \",\"Electric Tool\",\"5v\",\"5v\""
"\"f5450178-6a6f-49b8-82c3-a8349a66959f\",\"tools\",\"Led Strip Lights \",\"Led Strip Lights \",\"Electric Tool\",\"5v\",\"5v\""
"\"eddcb91e-b41d-4860-ac74-a7be1fd814de\",\"tools\",\"Led Strip Lights \",\"Led Strip Lights \",\"Electric Tool\",\"5v\",\"5v\""
"\"9c60c514-ac9a-4075-9737-6d46181363a6\",\"tools\",\" Led Uv Black Lights \",\" Led Uv Black Lights \",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"79faa851-0a33-4567-899b-3c0fc3da6643\",\"tools\",\" Led Uv Black Lights \",\" Led Uv Black Lights \",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"5b49b956-023b-4917-bac6-351e9d67cd43\",\"tools\",\" Led Uv Black Lights \",\" Led Uv Black Lights \",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"459cb8b2-9036-4eaf-b5f8-79a39daa2979\",\"tools\",\"Lesser Level\",\"Lesser Level\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"b33a97ca-8b3b-4188-8b93-a5c77d89268a\",\"tools\",\"Level Bar\",\"Level Bar\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"7667741d-bcaf-4316-8505-e85d75623520\",\"tools\",\"Level Bar\",\"Level Bar\",\"\",\"\",\"\""
"\"7a00803e-736e-41fe-b3b3-467c489de2c3\",\"tools\",\"Level Bar\",\"Level Bar\",\"Hand Tools\",\"Small \",\"Small \""
"\"9a8413fe-cc41-44af-b46c-8ab699c3e141\",\"tools\",\"Level Bar L Shape\",\"Level Bar L Shape\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"1f1ff329-23b2-4154-8ba3-bc2d79680831\",\"tools\",\"Level Hose \",\"Level Hose \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"1b6c8c9c-2a36-47da-8c46-c9211d619e0f\",\"tools\",\"Level Magnet \",\"Level Magnet \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"38bbf106-4340-4824-99a1-5e44df5f2770\",\"tools\",\"Linksys Router\",\"Linksys Router\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"9a7f1818-f78a-477d-9860-f13507aa2b9b\",\"tools\",\"Lithium Solar Battery \",\"Lithium Solar Battery \",\"\",\"Good but dusty \",\"Good but dusty \""
"\"f6a7677f-2d25-4138-a898-2866c79a880f\",\"tools\",\"Lithium Solar Battery \",\"Lithium Solar Battery \",\"\",\"Good \",\"Good \""
"\"fbcadef4-ab11-4ed9-9818-613a22c4f5d3\",\"tools\",\"Long Nose\",\"Long Nose\",\"Hand Tools\",\"Red\",\"Red\""
"\"390aa3fd-024c-4c2a-a355-fb03643feec4\",\"tools\",\"Long Nose Plier\",\"Long Nose Plier\",\"\",\"Matador brand\",\"Matador brand\""
"\"e6caa30e-34c6-41c2-8e4c-225748e2ff9e\",\"tools\",\"L Square \",\"L Square \",\"Hand Tools\",\"Metal\",\"Metal\""
"\"f75a76e6-07ee-43d5-873e-27f6901feca5\",\"tools\",\"Male Goat\",\"Male Goat\",\"Container\",\"\",\"Container tool/equipment\""
"\"3e50a3d2-2930-404d-9b0d-7f379b2d28a7\",\"tools\",\"Manual Grass Cutter \",\"Manual Grass Cutter \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"49749cf8-a8b8-4cf3-8189-f93480a7ca2b\",\"tools\",\"Marker Pin\",\"Marker Pin\",\"Hand Tools\",\"malone \",\"malone \""
"\"c7e843e8-d2c0-4d9b-a421-6639e9dbab74\",\"tools\",\"Mask\",\"Mask\",\"\",\"\",\"\""
"\"cda31035-0d4c-405c-90e4-5fdbb0c7af6d\",\"tools\",\"Massager\",\"Massager\",\"Hand Tools\",\"Blue\",\"Blue\""
"\"b4dd525e-7a4f-4457-85e1-9c1e1adb66be\",\"tools\",\"Measuring Cup\",\"Measuring Cup\",\"Hand Tools\",\"Plastic \",\"Plastic \""
"\"f7e7e439-edf8-4cf9-95df-c176493a7b16\",\"tools\",\"Measuring Cup\",\"Measuring Cup\",\"Container\",\"Plastic materials \",\"Plastic materials \""
"\"4db4e7fc-e4d1-47fc-9e40-d9bafa5e7fd5\",\"tools\",\"Measuring Tape\",\"Measuring Tape\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"9a95cc11-7055-44d4-b0e4-fafb43c4314e\",\"tools\",\"Measuring Tape \",\"Measuring Tape \",\"\",\"\",\"\""
"\"57112235-77f1-4e91-a166-f3a39f468676\",\"tools\",\"Measuring Tape \",\"Measuring Tape \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"6f7f09d6-1b2e-40c5-92b4-c3725b862997\",\"tools\",\"Mechanical Plier Or Carp Plier \",\"Mechanical Plier Or Carp Plier \",\"Hand Tools\",\"Exploit brand\",\"Exploit brand\""
"\"c0f70856-a496-4a42-9b6c-36bcaf161661\",\"tools\",\" Medium Wood Saw\",\" Medium Wood Saw\",\"Hand Tools\",\"Wooden saw handle\",\"Wooden saw handle\""
"\"3be7ff3f-0e55-4597-b594-c95de628fd62\",\"tools\",\"Metal Hose Coupling \",\"Metal Hose Coupling \",\"\",\"1/2\",\"1/2\""
"\"45488e5d-5f31-43c9-937c-af04b43b0c36\",\"tools\",\"Meter Stick\",\"Meter Stick\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"400ecb31-de88-40bc-b0fc-f4f077bf0af1\",\"tools\",\"Microphone\",\"Microphone\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"4fb16039-2ca9-4011-a2aa-0e8c6ecfc56a\",\"tools\",\"Microphone\",\"Microphone\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"ed1012d0-f00a-45f2-8201-77d290157ee0\",\"tools\",\"Micro Power Monitor \",\"Micro Power Monitor \",\"Electric Tool\",\"Max 10 A\",\"Max 10 A\""
"\"7976c403-7040-4c2f-a627-e2c29d375b89\",\"tools\",\"Microscope \",\"Microscope \",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"e4fac3ef-9939-4322-8780-83b9ebac7380\",\"tools\",\"Moisture Meter\",\"Moisture Meter\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"efee680b-088f-409c-b403-ab601b690fb7\",\"tools\",\"Moldboard Plow \",\"Moldboard Plow \",\"Vehicle\",\"For tiller \",\"For tiller \""
"\"d15cd548-f7e0-4c6e-92cd-c1fab3302484\",\"tools\",\"Monitor\",\"Monitor\",\"Electric Tool\",\"Working but not good quality \",\"Working but not good quality \""
"\"a0bd6f61-06f8-49cd-adde-57a6bf490359\",\"tools\",\"Monitor\",\"Monitor\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"7d6c519d-380f-4b6e-917f-9e1cf9c516ef\",\"tools\",\"Monitor\",\"Monitor\",\"\",\"\",\"\""
"\"0b75a9c9-d2b1-4326-9a30-09c6beda02d5\",\"tools\",\"Monitor\",\"Monitor\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"97f32a5d-57b4-4ac3-a1b6-05e376aeb0fc\",\"tools\",\"Mop With Bucket \",\"Mop With Bucket \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"27d43756-30dd-4021-ac71-a5a0a52477b2\",\"tools\",\"Mppt 100 I 20 Charge Controller\",\"Mppt 100 I 20 Charge Controller\",\"Electric Tool\",\"Victron energy\",\"Victron energy\""
"\"4b282b95-2259-4bda-b1b7-5c582fae61f1\",\"tools\",\"Mppt 100 I 20 Charge Controller \",\"Mppt 100 I 20 Charge Controller \",\"Electric Tool\",\"Victron energy blue tooth\",\"Victron energy blue tooth\""
"\"60fca737-a845-4211-b1cc-ca7cd4c5c609\",\"tools\",\"Mppt Solar\",\"Mppt Solar\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"7e6daf29-25ff-49a4-b46d-85b81dc8044f\",\"tools\",\"Net Azolla\",\"Net Azolla\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"b77773f5-ed45-4456-a0a0-9e9a949ad4c9\",\"tools\",\"Net For Azolla\",\"Net For Azolla\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"0b2129af-8399-47e5-95c1-8040d60a47ca\",\"tools\",\"Npk Ph Soil Sensor\",\"Npk Ph Soil Sensor\",\"Electric Tool\",\"This has an app where data can be saved to a Google sheet. An apk is needed to collect the data.  I saved it to drive.\",\"This has an app where data can be saved to a Google sheet. An apk is needed to collect the data.  I saved it to drive.\""
"\"c1e225e2-61ea-4805-8f70-c747f4844d11\",\"tools\",\"Nylon 110\",\"Nylon 110\",\"\",\"110LB -1.50mm\",\"110LB -1.50mm\""
"\"614f0661-f943-40c3-861d-234e30dc26c3\",\"tools\",\"Nylon 25lb\",\"Nylon 25lb\",\"\",\"2 PCs 0.60mm\",\"2 PCs 0.60mm\""
"\"811900fb-d62b-4799-ba40-d00daf6deea4\",\"tools\",\"Odometer Barako \",\"Crow Bar\",\"Vehicle\",\"\",\"Vehicle tool/equipment\""
"\"fca44d0a-efc5-49e4-b129-214c51b22a85\",\"tools\",\"Oil Filter Wrench \",\"Oil Filter Wrench \",\"\",\"Black and gray color with green \",\"Black and gray color with green \""
"\"f66e5d70-1ecd-4981-8e01-326f960a47a6\",\"tools\",\"Optical Cable\",\"Optical Cable\",\"Electric Tool\",\"Black and white \",\"Black and white \""
"\"78e9a18c-09f0-49ea-ae8d-e61e1c33d312\",\"tools\",\"Outdoor Waterproof Outlet\",\"Outdoor Waterproof Outlet\",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"b6d60c0c-438e-47ed-8dff-097ffbf56b94\",\"tools\",\"Passport Drive\",\"Passport Drive\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"3e947f85-a95e-429f-b602-2613af3959d3\",\"tools\",\"Pe Coupling \",\"Pe Coupling \",\"\",\"\",\"\""
"\"4251b5ce-aee1-480c-baa4-6cf536da052a\",\"tools\",\"Pe Elbow \",\"Pe Elbow \",\"\",\"\",\"\""
